person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Liliana Mazilescu,lilianamazilescu,lilianamazilescu@post.ro,4300301063271,1997-07-22,"Strada Tudor Nr. 332, Comanesti, 434963",0241 025 743,be:26:2e:de:7c:dd,168.207.0.198,RO60ITUL4338784837511803,2025-04-10 10:49:49,4994,937,28,1797781,3faab181-81de-41d2-b3dd-ce9511c454f1
George Diaconescu,georgediaconescu,georgediaconescu@gmail.com,1681211276847,1910-09-01,"Intrarea Diaconescu Nr. 51, Darmanesti, 407562",0722 698 495,ae:25:d8:32:4b:76,95.224.202.132,RO14KBQQ0110456402812258,2025-04-10 10:49:49,3836,997,604,359013,afaef3a7-33a8-441c-8a2e-40d7aad74037
Andreea Dochioiu,andreeadochioiu,andreeadochioiu@141.ro,7490110120393,1947-01-12,"Intrarea Ardelean Nr. 75, Ianca, 782339",0256 706 212,ec:ef:62:aa:67:d0,90.195.187.158,RO19RFEG3297377322949400,2025-04-10 10:49:49,33353,713,151,821897,9e3d2cf7-2b42-46c9-ab32-3111eec595cd
Voichița Ioniță,voichițaioniță,voichițaioniță@acasa.ro,5810204359505,1971-02-13,"Intrarea Oprea Nr. 931 Bl. 17  Sc. 41 Ap. 495, Siret, 730206",0740 056 770,14:e2:98:e5:d4:37,118.235.232.71,RO56KBBM8830180733994064,2025-04-10 10:49:49,22133,771,412,1677808,f08416ab-7cd5-4089-a6a8-2d1701c0cf0c
Dina Pop,dinapop,dinapop@kappa.ro,3790721438382,1988-11-29,"Aleea Mirona Ardelean Nr. 40 Bl. 25  Sc. 76 Ap. 918, Dragu-Brad, 169919",0239 608 756,ee:9b:7f:e6:c8:a1,13.33.233.97,RO42CYZN6033727577917932,2025-04-10 10:49:49,28672,294,111,480669,82ed77ce-189d-45d0-a06a-5135f3654a8f
Marian Mazilescu,marianmazilescu,marianmazilescu@gmail.com,1600328449809,1916-06-26,"Bulevardul Tomescu Nr. 128 Bl. 29  Sc. 98 Ap. 890, Sannicolau Mare, 509115",0758 109 452,46:fb:a5:ad:06:51,72.207.147.44,RO27MAAS3060501121670061,2025-04-10 10:49:49,21781,894,673,1136543,d7597776-7622-4737-a7fa-797ecf4f6502
Gabi Tabacu,gabitabacu,gabitabacu@acasa.ro,4171110282520,1988-10-05,"Drumul Ioniță, Chisineu-Cris, 213747",0244 648 578,4e:9e:38:82:60:b2,156.90.157.253,RO50LDLV7404644342712538,2025-04-10 10:49:49,2319,890,156,1526180,1b790927-d56c-4bd3-a565-24111d2b778f
Iridenta Marin,iridentamarin,iridentamarin@email.ro,1130520197283,1984-01-20,"Soseaua Georgescu Nr. 488, Beclean, 296316",0264 085 268,d2:5a:9e:32:c5:1f,41.163.11.66,RO39NRSJ8265536990914871,2025-04-10 10:49:49,34093,20,393,961106,4abfd383-83f3-4a44-b7af-03f7a31946f6
Romeo Manole,romeomanole,romeomanole@kappa.ro,1840110313837,2003-07-01,"Bulevardul Dima, Valea lui Mihai, 949428",0743 794 997,32:c2:fe:bc:bf:91,158.9.60.49,RO68HZAI9596733911233558,2025-04-10 10:49:49,10144,425,145,1761827,e4e8b536-538e-47e9-83c9-a20282d75947
Andrada Nemeș,andradanemeș,andradanemeș@kappa.ro,2770927397342,1982-07-31,"Aleea Niță Nr. 338 Bl. 71  Sc. 48 Ap. 339, Boldesti-Scaeni, 695980",0751 038 559,6c:d3:81:5f:df:b5,170.61.200.150,RO21QWUG8741371346678348,2025-04-10 10:49:49,5951,952,272,1429116,3723b86d-9485-4829-8f0a-369a340a4a52
Adriana Tudor,adrianatudor,adrianatudor@acasa.ro,7270304316904,1993-06-06,"Soseaua Nadia Marin Nr. 594 Bl. 28  Sc. 98 Ap. 243, Victoria, 546770",0733 881 323,58:88:f6:a8:9a:17,7.160.134.170,RO53JGHE3726268390334582,2025-04-10 10:49:49,14858,504,760,799949,1821b082-b589-4bbd-9fe5-23032867e939
Noemi Suciu,noemisuciu,noemisuciu@gmail.com,6490430325586,1998-08-30,"Drumul Florea, Odobesti, 712661",0231 580 724,58:21:c7:71:e5:00,84.172.51.42,RO97KUVW8197690320898212,2025-04-10 10:49:49,31510,223,670,897083,29efa58b-aba0-42e6-ac88-677a7d7c70d8
Bogdana Ioniță,bogdanaioniță,bogdanaioniță@acasa.ro,3991225012844,1952-08-12,"Strada Nistor Nr. 97, Sacueni, 851746",0259 015 365,ea:fe:84:fb:6c:4e,138.236.100.149,RO81FENZ1818303788504222,2025-04-10 10:49:49,3891,209,709,1802533,e67b0292-c701-4ca3-ba59-d470135e47ed
Alexandra Nistor,alexandranistor,alexandranistor@email.ro,4390731385575,1939-07-02,"Strada Doru Albu Nr. 42, Zalau, 187850",0246 502 350,aa:d8:47:0e:2f:1c,221.102.117.166,RO44LDVJ2818630307044710,2025-04-10 10:49:49,30520,195,743,1753725,64bc78d9-3e77-428e-9e0f-c875d489b5b8
Simina Stan,siminastan,siminastan@post.ro,3600913280665,2003-10-13,"Aleea Axinte Aanei Nr. 853 Bl. 47  Sc. 52 Ap. 453, Carei, 940739",0260 033 617,68:ad:6b:a5:c6:aa,37.13.144.127,RO14UFUJ0666474069588285,2025-04-10 10:49:49,28357,786,82,1836480,18917814-138d-4022-869b-7655f9f0b014
Dorian Toma,doriantoma,doriantoma@acasa.ro,5270911017350,1917-01-20,"Aleea Ciprian Gheorghiu Nr. 480, Craiova, 456860",0743 137 514,2a:84:56:18:32:f7,176.139.19.226,RO44BGIR4599660389823305,2025-04-10 10:49:49,30764,412,576,817118,28dbfbd6-ff01-4ffe-a628-cbc557f1964f
Teodor Popescu,teodorpopescu,teodorpopescu@141.ro,7310701071298,1916-05-24,"Aleea Pușcașu Nr. 48 Bl. 83  Sc. 26 Ap. 710, Voluntari, 916926",0243 511 243,b2:33:ee:21:8c:8f,202.71.209.211,RO02VJDZ2304336315914098,2025-04-10 10:49:49,195,63,74,1452308,699bbbbb-65e8-4fd4-933f-ea9ddbe63c2a
Ivona Florea,ivonaflorea,ivonaflorea@zzup.ro,1590701415772,1946-09-06,"Bulevardul Sorana Florea Nr. 20 Bl. 46  Sc. 46 Ap. 467, Baia Mare, 534516",0248 786 978,a8:57:f5:08:5a:38,190.44.131.199,RO95CJFU5737857318594285,2025-04-10 10:49:49,3859,552,295,267709,1dfbb33f-bf83-4f0a-97dd-d4e69d1bef68
Felicia Diaconescu,feliciadiaconescu,feliciadiaconescu@kappa.ro,1120706528084,1970-12-16,"Aleea Niță Nr. 37, Cajvana, 488346",0254 262 340,50:bc:f7:ff:ff:18,155.27.84.36,RO06NOPY1415040344680921,2025-04-10 10:49:49,7257,357,383,1181329,d98d3479-0df7-4c95-a2a6-17df466f7441
Darius Stancu,dariusstancu,dariusstancu@kappa.ro,4770112451799,2013-03-26,"Bulevardul Dobre Nr. 28 Bl. 75  Sc. 93 Ap. 421, Oravita, 239383",0756 241 880,66:4a:40:b4:ab:c7,43.249.157.172,RO84TWIE2880480637233870,2025-04-10 10:49:49,9836,588,365,703159,560de019-32f6-4ae4-8ba6-08f716a3547d
Zina Diaconescu,zinadiaconescu,zinadiaconescu@email.ro,3760906418674,2009-12-26,"Aleea Popescu, Dabuleni, 403669",0263 564 345,4a:fb:84:2d:35:81,219.240.112.236,RO55NHFX3148215903592530,2025-04-10 10:49:49,6919,593,536,1685607,4354c0ce-f725-43fd-b0d8-1cd6c5c5ce44
Otilia Dochioiu,otiliadochioiu,otiliadochioiu@acasa.ro,6511103150312,1952-01-03,"Aleea Marioara Pușcașu, Calafat, 326289",0235 719 181,3c:d5:83:e2:14:ad,188.20.73.119,RO94RNJT3150475312829641,2025-04-10 10:49:49,10901,800,456,313151,18cdd626-eace-4c4e-8828-4a7892ec7e7e
Paulica Dumitrescu,paulicadumitrescu,paulicadumitrescu@email.ro,6290213457380,2016-11-25,"Aleea Cosmina Gheorghiu Nr. 135 Bl. 28  Sc. 80 Ap. 512, Navodari, 757358",0772 236 021,7a:b7:11:f7:fa:71,140.65.217.97,RO73ZQQA3363233091629030,2025-04-10 10:49:49,34801,676,665,523363,9678d846-4ebd-47dc-a41a-e24867449991
Agata Stănescu,agatastănescu,agatastănescu@kappa.ro,7731029137796,1945-03-20,"Drumul Marilena Nemeș Nr. 25, Calafat, 251654",0726 193 866,20:de:cf:c4:b3:92,126.211.116.138,RO06XTVV8478304008846048,2025-04-10 10:49:49,32912,499,178,1666102,3f0ec07d-50e2-4f8b-ba2b-ade6090de839
Ozana Georgescu,ozanageorgescu,ozanageorgescu@gmail.com,5331026317689,1951-04-17,"Aleea Cristea, Valea lui Mihai, 960511",0238 755 006,9a:7f:9f:f1:d4:d8,185.104.152.31,RO93DLZG9899354206017555,2025-04-10 10:49:49,8246,826,372,599365,370a826c-c486-4322-9823-02b9fd11498d
Tudor Dochioiu,tudordochioiu,tudordochioiu@post.ro,6730929521905,1991-10-26,"Soseaua Floriana Ionescu Nr. 82, Vulcan, 282434",0726 210 521,94:30:58:ce:bc:81,102.9.141.16,RO11PIQT3715154159777176,2025-04-10 10:49:49,32921,804,274,1553693,6b3c6110-2362-4683-afaa-dbe73e990f33
Sandu Stănescu,sandustănescu,sandustănescu@post.ro,2590818285846,1971-01-16,"Soseaua Voinea Nr. 450 Bl. 31  Sc. 65 Ap. 640, Tomesti, 803887",0266 053 997,26:2f:b0:41:43:eb,140.68.227.205,RO21DIEO3645969551250635,2025-04-10 10:49:49,4479,826,772,147784,1487174a-3bad-4425-914e-63651f72a867
Valter Dochioiu,valterdochioiu,valterdochioiu@acasa.ro,3671029224295,2019-05-23,"Aleea Sergiu Pop Nr. 514, Deva, 590240",0253 809 849,c4:34:3c:79:2b:23,27.92.56.226,RO14XDNU1611033130112074,2025-04-10 10:49:49,15333,29,285,1855157,079958f2-bfe5-41ee-945b-1e8158bb606b
Miron Marin,mironmarin,mironmarin@141.ro,1330716237058,1912-01-19,"Intrarea Anișoara Popescu Nr. 38, Peretu, 268316",0745 239 385,8e:c7:94:c9:9d:f8,94.205.202.232,RO92AWXE9470101637826209,2025-04-10 10:49:49,24079,949,158,362381,a5fe8761-4d5d-4b7e-bfda-3612db0e2499
Adi Tomescu,aditomescu,aditomescu@email.ro,1031108084092,1936-05-11,"Soseaua Tabacu, Valea lui Mihai, 769873",0269 621 382,cc:bb:dd:d3:08:56,141.231.15.181,RO36LDMQ3087054618292927,2025-04-10 10:49:49,1851,799,455,1373072,edde5445-cb6c-4af7-a730-59558a028009
Dora Preda,dorapreda,dorapreda@141.ro,6141122081191,1972-09-07,"Soseaua Narcis Dobre, Sacele, 387751",0755 410 890,00:42:b4:34:34:c7,52.74.224.201,RO53CTCN7852528468448480,2025-04-10 10:49:49,29132,94,680,1048840,c4c98402-4899-43bc-858c-5d2f6d2cc751
Svetlana Suciu,svetlanasuciu,svetlanasuciu@email.ro,1110102360919,1952-06-15,"Bulevardul Teodosia Albu, Targu Jiu, 452048",0728 254 593,aa:6d:af:18:21:b1,103.236.236.85,RO03SJMP7660705153347875,2025-04-10 10:49:49,23580,424,325,1895351,ff8200d9-2289-44fe-a582-41e92d97511a
Ovidiu Pușcașu,ovidiupușcașu,ovidiupușcașu@email.ro,6501223223501,2009-11-27,"Soseaua Eustațiu Stancu, Calan, 656298",0245 886 168,4c:bf:94:97:da:d8,66.68.67.87,RO32OFTR3079181669183978,2025-04-10 10:49:49,27576,533,371,357845,7e31d29e-5af5-4ece-8b88-62ec5e047c83
Sabina Suciu,sabinasuciu,sabinasuciu@141.ro,8450311225652,2010-03-27,"Soseaua Oprea, Odobesti, 282835",0247 360 083,cc:7a:b5:9c:33:3d,198.99.86.32,RO65TGYE4011483818097921,2025-04-10 10:49:49,15858,151,460,209612,b1f20cf2-3486-49e3-80ba-196fa269f90c
Eftimia Cristea,eftimiacristea,eftimiacristea@zzup.ro,7990828203895,2004-09-24,"Strada Cristea Nr. 68, Straja, 920944",0246 907 520,d4:71:8e:66:11:e4,97.89.59.31,RO29RLCT5876433039490873,2025-04-10 10:49:49,1190,255,13,349475,552cac9b-f822-4394-8ff1-9d01d5560100
Zenobia Tudor,zenobiatudor,zenobiatudor@acasa.ro,1570121071933,1912-04-20,"Bulevardul Suciu Nr. 15 Bl. 39  Sc. 51 Ap. 895, Buhusi, 525248",0261 563 225,ee:86:9a:26:4c:26,74.242.131.242,RO18YZSK1802482511037225,2025-04-10 10:49:49,33381,258,274,1401095,b017ff3f-fdcc-49b6-8f52-4f92abe7bbc3
Constantina Dumitrescu,constantinadumitrescu,constantinadumitrescu@141.ro,2730703163211,1964-09-05,"Intrarea Rareș Stan, Brasov, 232422",0254 203 656,c2:0d:62:3d:3c:35,131.170.172.138,RO69OIVT0202640349074944,2025-04-10 10:49:49,31529,627,159,1616870,b2eb9135-2042-42ce-80b7-680218c0eeda
Cătălina Diaconescu,cătălinadiaconescu,cătălinadiaconescu@kappa.ro,6400813460079,1927-05-26,"Soseaua Preda, Jibou, 849192",0765 970 182,54:97:5f:51:d5:8c,112.14.213.72,RO44XUEX7850564942550597,2025-04-10 10:49:49,4688,702,615,130568,bf0fafe6-e472-4eee-9910-19918ef61bcd
Daniela Eftimie,danielaeftimie,danielaeftimie@kappa.ro,2680226406909,1945-04-25,"Drumul Beniamin Stan Nr. 84 Bl. 94  Sc. 15 Ap. 781, Cajvana, 304447",0784 264 916,92:ed:c6:c4:8e:34,192.92.244.164,RO10PMGD9905084593480219,2025-04-10 10:49:49,8916,579,174,1026482,47c22429-9150-4199-8147-605f1ce13b3f
Sergiu Gheorghiu,sergiugheorghiu,sergiugheorghiu@acasa.ro,3540214298396,1968-10-08,"Intrarea Ionescu, Lupeni, 958645",0244 288 712,4e:e5:8f:57:22:b7,1.204.53.206,RO95DKLJ4479537903155971,2025-04-10 10:49:49,21956,982,549,1125292,83b8f4d6-b9a6-45bc-826b-4852e4a3a408
Beatrice Diaconescu,beatricediaconescu,beatricediaconescu@gmail.com,6560110154552,2006-02-25,"Bulevardul Brăduț Cristea Nr. 219, Copsa Mica, 869748",0232 109 835,ae:0c:44:57:86:88,45.23.52.15,RO51WHYT5210284860963016,2025-04-10 10:49:49,17722,584,616,1327359,47cb3ec2-02d9-492a-a684-07c9f2cf7d89
Paulina Pușcașu,paulinapușcașu,paulinapușcașu@acasa.ro,6280416528593,2018-08-29,"Intrarea Diaconescu, Bals, 492840",0739 157 419,6e:9c:84:7c:88:c8,24.171.51.57,RO25JSMR7549726703946942,2025-04-10 10:49:49,30799,129,617,302171,05f3fc1a-d4e5-435f-aefa-c954ae66ac8e
Vasilică Nemeș,vasilicănemeș,vasilicănemeș@post.ro,2760318326734,2012-04-16,"Bulevardul Pop, Schela Cladovei, 276702",0267 725 448,a2:da:a2:9f:ec:a3,26.156.73.229,RO72QEGV3479966462940914,2025-04-10 10:49:49,19317,237,187,1120215,f0b234fc-1e9e-4b0f-b9d4-7e6ae9211eab
Anca Nemeș,ancanemeș,ancanemeș@141.ro,8611114035257,1927-06-17,"Soseaua Dinu, Rasnov, 704717",0244 565 576,36:b4:aa:17:07:97,176.100.39.116,RO81RAYT0143846507426229,2025-04-10 10:49:49,12244,12,789,222038,bc95f2b1-b1f5-422a-b3e2-8d4ed426da37
Achim Tomescu,achimtomescu,achimtomescu@zzup.ro,2791025145772,1945-09-01,"Bulevardul Toma Nr. 26, Raducaneni, 569014",0720 113 209,b4:e0:41:48:ee:a6,65.149.156.237,RO33NTGW9682883798700085,2025-04-10 10:49:49,13165,615,218,217989,01866cac-52de-4ccf-b7f6-f650ae132f5d
Leontin Nemeș,leontinnemeș,leontinnemeș@141.ro,6190612055001,1969-05-10,"Drumul Dinu, Paunesti, 129488",0247 855 366,46:37:a9:8a:a6:5e,68.229.169.48,RO84ZLSF0551872430917201,2025-04-10 10:49:49,32992,78,510,953822,a92a1dd2-3ba7-4616-8ee5-668ff73dd00b
Violeta Mocanu,violetamocanu,violetamocanu@acasa.ro,7550404058432,2015-09-18,"Soseaua Ioniță Nr. 23, Targu Ocna, 803934",0267 855 486,6e:81:d0:9d:dd:e8,45.231.46.92,RO17ZQIP8452240674716933,2025-04-10 10:49:49,29552,334,741,306096,402cc613-9e83-43f1-9853-779a2adea7c7
Daniela Toma,danielatoma,danielatoma@141.ro,4600719039878,2019-04-07,"Strada Petrișor Popescu, Balan, 246421",0260 004 347,fa:79:27:e6:b7:5e,191.49.223.240,RO38MYGM8284919462924784,2025-04-10 10:49:49,33472,46,633,429945,05bc0402-316d-4092-a5c8-a33169ee16a9
Aurica Tabacu,auricatabacu,auricatabacu@zzup.ro,6990730143636,1945-09-28,"Soseaua Tabacu Nr. 557, Dorohoi, 948787",0237 790 187,52:bb:3a:31:c4:d9,134.11.66.25,RO34GJNT6074327106909405,2025-04-10 10:49:49,24821,951,603,535077,ba65228a-ca62-405d-a6e1-704605f8a868
Beniamin Manole,beniaminmanole,beniaminmanole@acasa.ro,1440414107543,1991-02-06,"Drumul Nemeș Nr. 98 Bl. 21  Sc. 58 Ap. 465, Vladimirescu, 281048",0749 461 630,16:15:53:f0:4a:2f,148.162.13.223,RO90DNOW4075374074637357,2025-04-10 10:49:49,1336,475,635,1058234,6cddd88e-deb7-4711-9851-77be24523591
Ilie Ionescu,ilieionescu,ilieionescu@zzup.ro,5320217159653,1994-04-04,"Aleea Voinea Nr. 603 Bl. 39  Sc. 63 Ap. 490, Sebes, 694609",0788 472 183,78:90:0e:af:e1:37,61.210.216.6,RO94RODN4209138628696351,2025-04-10 10:49:49,28061,800,129,608722,6a6adc12-8f3f-4c53-a58d-1b93e034ffc9
Ilie Dochioiu,iliedochioiu,iliedochioiu@141.ro,5611131079201,1959-08-27,"Strada Manole, Satu Mare, 766619",0247 395 485,18:66:a4:0a:44:70,85.147.0.15,RO24ABLT6543545150031734,2025-04-10 10:49:49,22179,646,30,740991,99e95724-7b9b-4b29-9700-9555c2439832
Nadia Gheorghiu,nadiagheorghiu,nadiagheorghiu@141.ro,4620302376434,2001-08-01,"Strada Tiberiu Oprea, Amara, 629307",0731 297 176,c2:54:3a:82:6a:15,23.21.144.105,RO85ULBL5154031161602421,2025-04-10 10:49:49,5591,402,750,953117,5be42ed8-5087-4b85-a605-64af2252fe41
Lidia Voinea,lidiavoinea,lidiavoinea@post.ro,8500130220473,1966-02-20,"Intrarea Pușcașu Nr. 755 Bl. 71  Sc. 23 Ap. 956, Toflea, 291555",0246 488 915,5a:e0:2f:ba:89:bc,6.39.252.152,RO94VCYJ6251741014245035,2025-04-10 10:49:49,26015,630,553,1703391,8f627e68-23a2-4ad4-94e3-b3b6a47c5ca9
Flora Ardelean,floraardelean,floraardelean@acasa.ro,5940828231231,2015-11-21,"Drumul Marius Ene Nr. 829, Chisineu-Cris, 668080",0259 140 497,8c:7d:6f:6d:83:1e,3.169.166.135,RO18QNJD6475578222690700,2025-04-10 10:49:49,34941,591,245,1523243,0a06f793-9105-46d2-8977-275d5ae41be7
Felix Toma,felixtoma,felixtoma@kappa.ro,8100211010338,1966-10-05,"Drumul Popa Nr. 21, Balotesti, 925904",0745 546 769,48:fd:6e:a8:ce:af,83.133.69.32,RO87JOJK6492322532713927,2025-04-10 10:49:49,24445,893,235,1483676,08acd5db-318b-4f79-b333-5e9f4eb38f71
Pompiliu Diaconescu,pompiliudiaconescu,pompiliudiaconescu@post.ro,7651115102020,1993-04-12,"Drumul Ernest Stănescu Nr. 16 Bl. 75  Sc. 39 Ap. 979, Dragasani, 131516",0763 117 007,f8:76:92:f5:c5:48,108.32.90.220,RO36IPWV7637965006793645,2025-04-10 10:49:49,4595,754,363,1217762,822c39fd-3145-4235-ba97-9b20e2441ebe
Andrei Georgescu,andreigeorgescu,andreigeorgescu@141.ro,8491217363114,1992-06-17,"Strada Ardelean Nr. 687 Bl. 79  Sc. 83 Ap. 127, Toplita, 819902",0247 102 268,90:e9:37:59:1c:af,11.199.171.105,RO53FOBE9060540619617526,2025-04-10 10:49:49,27163,142,554,49717,ea8f377e-a09f-43f0-801e-10549fa2232e
Ghenadie Ionescu,ghenadieionescu,ghenadieionescu@zzup.ro,7120512019721,1988-04-05,"Drumul Suciu Nr. 230 Bl. 25  Sc. 63 Ap. 527, Raducaneni, 684329",0268 647 807,ac:4c:ac:0e:f2:01,39.151.219.119,RO83WLVD5305944876747120,2025-04-10 10:49:49,123,614,346,1611858,ced44011-4971-482e-aae9-6a686662c2de
Teea Pușcașu,teeapușcașu,teeapușcașu@gmail.com,8900321090846,2003-01-15,"Strada Ionescu, Paunesti, 636433",0751 326 535,d0:a0:0a:c9:a2:0c,197.89.88.69,RO85OUSU3867618415064010,2025-04-10 10:49:49,35423,272,671,1254735,0c2d6520-37a2-4b40-b626-f13df99cd8e4
Lorin Dochioiu,lorindochioiu,lorindochioiu@email.ro,4630610182987,1980-11-13,"Bulevardul Nicoleta Ababei Nr. 738, Negresti-Oas, 788817",0736 101 380,70:59:be:a1:7f:47,62.172.181.96,RO76ACNW6005528140700928,2025-04-10 10:49:49,22397,773,610,348327,c4b5b530-6a57-4a46-a843-4a657b43a679
Lioara Barbu,lioarabarbu,lioarabarbu@zzup.ro,8681113268362,1955-06-07,"Aleea Toma Nr. 86, Orsova, 239821",0729 551 540,3e:0b:72:9d:d3:d8,32.234.94.122,RO64SLRU4333704394025312,2025-04-10 10:49:49,34776,804,121,1132526,ef682369-ccb1-4f42-8f43-4de2ebbee39e
Miron Ababei,mironababei,mironababei@gmail.com,4241008371790,1966-12-17,"Soseaua Popescu, Pogoanele, 871492",0253 152 322,d0:dc:88:8b:07:10,114.73.241.132,RO94EMXM3240435449806965,2025-04-10 10:49:49,8652,549,261,1995555,ab14c72f-70f7-4b6e-ba03-f901dd94b97d
Lidia Niță,lidianiță,lidianiță@acasa.ro,7570618347074,1966-04-17,"Soseaua Ardelean, Vlahita, 196167",0244 879 774,44:37:bc:d6:b0:a8,94.19.127.159,RO63XMAE7156472303852573,2025-04-10 10:49:49,30219,54,301,1728655,488275a4-fccd-436d-a8bf-f1ee914526b7
Nicuță Tudor,nicuțătudor,nicuțătudor@acasa.ro,3790501071948,1976-07-21,"Intrarea Teodora Cristea Nr. 721, Siret, 509935",0257 062 770,32:21:44:26:02:78,105.124.54.82,RO78YQBG3432978646130845,2025-04-10 10:49:49,33273,680,577,891567,526d82d9-a5d5-4e22-a396-8c9a3fce548e
Fabian Albu,fabianalbu,fabianalbu@gmail.com,4740626133655,1914-03-29,"Soseaua Albu Nr. 653 Bl. 17  Sc. 75 Ap. 308, Siret, 854145",0728 809 656,d2:3e:45:3e:3c:50,144.118.149.207,RO87KIWM4935369035898275,2025-04-10 10:49:49,15819,473,439,1398370,98985add-b4e1-40fe-aec7-1c9d85093163
Iulian Diaconescu,iuliandiaconescu,iuliandiaconescu@kappa.ro,2221006325606,1951-04-16,"Aleea Dinu Nr. 508 Bl. 89  Sc. 34 Ap. 694, Poiana Mare, 300673",0753 460 076,9c:87:fa:42:fd:cf,78.116.191.110,RO19IOLS3153641913716856,2025-04-10 10:49:49,35724,841,155,1392525,1feb2a10-189f-4b8d-8f0c-03acc4ac9f15
Emanuil Suciu,emanuilsuciu,emanuilsuciu@email.ro,5160715021049,1980-08-03,"Aleea Diaconu Nr. 751 Bl. 81  Sc. 75 Ap. 843, Campulung Moldovenesc, 913785",0255 962 791,2a:bb:b5:c9:72:93,12.152.252.116,RO49RSOJ8653080755288472,2025-04-10 10:49:49,21627,172,446,1853387,9c0ed919-3be2-4f9e-80c1-07e7434ea6cd
Melina Eftimie,melinaeftimie,melinaeftimie@gmail.com,7260517134685,1929-01-02,"Intrarea Liliana Voinea Nr. 948 Bl. 62  Sc. 56 Ap. 946, Roman, 294063",0741 555 642,24:49:ce:3d:db:6c,24.57.206.181,RO23AZBR6175851631488519,2025-04-10 10:49:49,15888,994,574,452505,0ea7f125-d3f0-436c-8fa3-48bbdfa4503d
Haralamb Aanei,haralambaanei,haralambaanei@zzup.ro,5471014295531,2000-02-23,"Soseaua Ileana Preda, Oituz, 734701",0772 980 045,02:d3:c2:c9:ba:a4,172.253.165.158,RO64MFSH9061868389448159,2025-04-10 10:49:49,2510,123,81,1019566,4cf58518-c36d-4fc5-a5a3-83ba32269424
Mona Nistor,monanistor,monanistor@kappa.ro,5061101382941,1914-04-04,"Soseaua Suciu Nr. 373, Rasnov Romacril, 902889",0728 759 081,22:78:25:5e:97:51,63.207.228.26,RO41STBT4092609309254887,2025-04-10 10:49:49,17222,366,671,1351697,b7a1a32d-d0f2-472e-a3a2-ffa7483dddf0
Marcheta Dochioiu,marchetadochioiu,marchetadochioiu@gmail.com,2840502280914,1927-12-17,"Drumul Eliza Albu Nr. 51 Bl. 77  Sc. 81 Ap. 623, Navodari, 907180",0767 821 468,44:a1:1e:a8:bf:a3,28.77.192.57,RO39HSSY3046832650767266,2025-04-10 10:49:49,7961,553,641,1073380,6913d029-ce9b-4169-8c27-9954208509c2
Ilona Diaconu,ilonadiaconu,ilonadiaconu@post.ro,3960427348207,1926-12-18,"Aleea Gheorghiu Nr. 846, Corabia, 780548",0724 808 867,ec:fb:31:6f:ea:f3,173.236.90.65,RO69YHRB3956618378643164,2025-04-10 10:49:49,21625,644,266,257964,782eccd5-59dd-4535-9ee5-301e377342e9
Aristița Tudor,aristițatudor,aristițatudor@zzup.ro,8160720399037,1996-11-02,"Strada Petruț Albu Nr. 742, Horodnic de Sus, 697793",0232 536 292,f0:10:0a:3c:8d:02,100.15.123.191,RO17UFVV6773524363294138,2025-04-10 10:49:49,12969,755,358,1969288,2cd25277-9179-48fa-9878-34d0f085f819
Salomea Pușcașu,salomeapușcașu,salomeapușcașu@141.ro,8760522402822,1942-05-24,"Intrarea Tomescu Nr. 150 Bl. 32  Sc. 12 Ap. 777, Bacau, 423892",0771 280 607,20:6a:65:1b:ba:95,21.111.225.151,RO24RALG3479579538697847,2025-04-10 10:49:49,10544,329,424,543733,3d68125f-b52e-4988-b67c-4018f7b1f479
Luca Tomescu,lucatomescu,lucatomescu@kappa.ro,2130315453689,1964-11-24,"Soseaua Nistor, Motru, 702508",0757 564 852,bc:da:35:08:a9:8f,139.150.37.29,RO49PLPF9905323287473854,2025-04-10 10:49:49,35757,521,137,1142016,8ef3a4fc-4c8b-42ed-94cd-d2fcdb1ede63
Lucrețiu Tudor,lucrețiutudor,lucrețiutudor@acasa.ro,1171008467038,2024-08-26,"Strada Diaconescu Nr. 341 Bl. 13  Sc. 42 Ap. 314, Bosanci, 780861",0731 715 955,ba:8f:db:f7:ed:80,30.208.163.120,RO94YGVW9875856880647998,2025-04-10 10:49:49,3691,538,447,707303,43c58d4d-26fd-4bd0-b67c-bcf9b72deeb4
Isabela Stancu,isabelastancu,isabelastancu@zzup.ro,3080225309291,2004-08-22,"Aleea Mocanu Nr. 29, Peris, 434179",0754 330 630,4c:7a:dd:4a:e8:8e,69.89.109.35,RO03XLQF1729337649683017,2025-04-10 10:49:49,1678,967,471,1640391,92605664-bd07-4639-8842-0870a0b5789d
Valentina Popa,valentinapopa,valentinapopa@141.ro,2320521401951,2023-05-20,"Intrarea Stoica Nr. 494, Alesd, 336399",0763 574 676,70:68:89:fc:90:19,81.204.41.46,RO56PEIU3119764738267790,2025-04-10 10:49:49,32240,726,550,1322938,3d710402-fc83-4056-bab9-4f83164217d7
Crin Suciu,crinsuciu,crinsuciu@gmail.com,1350619348570,1910-03-06,"Intrarea Stan, Giarmata, 618116",0729 781 826,b6:83:f5:01:d0:e6,161.80.47.10,RO12QAKV1401863252277062,2025-04-10 10:49:49,30207,402,634,224717,b6da77b0-2743-4e82-96cf-84b110e3cc41
